ID;T2;JAHR;VAR1;VAR2;VAR3;VAR4;VAR5;VAR6;VAR7;VAR8;VAR9;VAR10;VAR11;VAR12;VAR13;VAR14;VAR15;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;category
12826;0;2002;657847.97;5606565.61;12079945.81;6868770.53;9953.28;19046708.05;5662302.69;5013108.49;1588793.89;13916856.17;0.0;16753740.17;0.0;695961.53;2122290.37;56042134.47;0.0;681751.28;886665.93;829792.84;75989.93;22753.65;-437641.97;-212259.83;44847.97;82.0;wholesale
12785;0;2001;4000.0;1051000.0;1595000.0;1619000.0;15000.0;3281000.0;340000.0;1294000.0;353000.0;1253000.0;0.0;735000.0;1921000.0;452000.0;236000.0;5289000.0;0.0;224000.0;156000.0;184000.0;115000.0;42000.0;0.0;0.0;0.0;0.0;wholesale
12789;0;1997;402898.002386;2608611.17788;4059146.24485;1783897.3735099998;9714.545742799999;6131923.53123;886580.122001;1410143.00835;161568.234459;0.0;0.0;1835537.8535099998;1611080.71766;1699022.92123;1392759.08439;11176840.523;0.0;294504.123571;149808.52119200001;264849.194433;136514.932251;99701.9168048;-1701579.38063;0.0;0.0;0.0;construction
12790;0;1998;344099.436048;2997704.29948;4122546.4381199996;2276271.4551;6646.7944556;6843130.5379800005;631445.4732819999;1776739.2871700001;56242.1069326;0.0;0.0;2329957.10262;1552282.1513200002;719898.96873;1492972.2931;9062648.59427;0.0;342565.560404;175373.115252;219855.50891799998;53685.6475276;40392.058616400005;429996.47208900005;435620.68276999996;-58798.566338;0.0;construction
6426;0;2000;724500.59566;338986.517236;2273714.9957;0.0;0.0;2273714.9957;1106435.6309200001;0.0;74648.6146552;0.0;0.0;1421902.7216100001;669281.0724909999;0.0;1420368.8459700001;8768655.76258;0.0;0.0;511.2918812;79250.2415872;91009.9548548;47550.14495280001;0.0;0.0;0.0;0.0;wholesale
6427;0;2002;168000.0;3186000.0;7839000.0;54000.0;3000.0;7896000.0;4307000.0;0.0;25000.0;0.0;0.0;3466000.0;4256000.0;16000.0;3440000.0;26429000.0;0.0;12000.0;43000.0;740000.0;717000.0;8000.0;0.0;0.0;0.0;0.0;wholesale
6428;0;2001;1022.5837624;398296.37545500003;875331.700615;1215852.0934899999;511.2918812;2512488.3042200003;390626.997237;891181.748932;0.0;1754242.4444;0.0;755178.108533;1754242.4444;555262.982983;167703.737034;1285899.08122;0.0;66467.94455599999;109416.462577;-186621.536639;-295015.415454;-297571.87486;267916.945749;0.0;0.0;0.0;manufacturing
6430;0;2002;117000.0;4288000.0;6870000.0;15000.0;0.0;6898000.0;2328000.0;0.0;1000000.0;2751000.0;0.0;2906000.0;2751000.0;901000.0;1522000.0;33973000.0;0.0;13000.0;93000.0;255000.0;166000.0;131000.0;54000.0;0.0;0.0;0.0;manufacturing
6389;0;1997;161000.0;38872000.0;58019000.0;7105000.0;191000.0;65705000.0;3200000.0;1914000.0;5113000.0;0.0;35537000.0;11716000.0;360000.0;0.0;9002000.0;207431000.0;0.0;5727000.0;31000.0;5884000.0;7037000.0;233000.0;122000.0;4561000.0;42000.0;0.0;manufacturing
6394;0;2000;84874.45227919999;17674849.0412;34878798.2599;5510192.60369;115040.67327;47394200.9279;16704928.3426;1312997.55092;9913438.28459;223434.55208400002;2684282.3763;19885163.8436;10394052.6529;9146500.46279;11154854.9721;110881825.108;0.0;1634088.85232;1002132.08715;2965492.9105700003;2258376.23887;2060506.28085;-702003.752888;0.0;0.0;0.0;manufacturing
6395;0;2001;492885.37347700004;17226446.0614;39284600.4001;8468527.428310001;92032.53861599999;54764984.6871;21154701.5846;1982278.6234099998;10134316.3773;5332774.32092;2795744.0064;19847839.5363;16229938.1849;9534059.70874;10959030.1816;136748081.378;0.0;1729700.4341;1148361.56518;6206572.14521;5414069.72934;5128257.56776;-1200513.33706;5798561.2247;408010.92119779997;0.0;manufacturing
6347;0;1998;117000.0;14382000.0;23672000.0;4677000.0;174000.0;28915000.0;7890000.0;351000.0;2890000.0;4076000.0;825000.0;15660000.0;6457000.0;6311000.0;8521000.0;94900000.0;0.0;1142000.0;248000.0;-308000.0;-204000.0;-281000.0;2169000.0;8563000.0;-1637000.0;0.0;manufacturing
6348;0;1999;69000.0;15431000.0;24468000.0;4364000.0;579000.0;29798000.0;7220000.0;257000.0;2890000.0;4164000.0;927000.0;15823000.0;6773000.0;7185000.0;7915000.0;100633000.0;0.0;1300000.0;429000.0;979000.0;921000.0;846000.0;2344000.0;479000.0;-48000.0;0.0;manufacturing
6349;0;2000;438000.0;14624000.0;26045000.0;4074000.0;416000.0;31047000.0;7224000.0;176000.0;2890000.0;0.0;961000.0;21317000.0;2652000.0;7937000.0;9082000.0;92593000.0;0.0;1447000.0;670000.0;-5466000.0;-5523000.0;-5623000.0;-1396000.0;1373000.0;369000.0;0.0;manufacturing
6350;0;2002;518000.0;13122000.0;31202000.0;4228000.0;360000.0;36309000.0;14834000.0;6000.0;5496000.0;0.0;478000.0;20692000.0;8226000.0;11908000.0;10118000.0;101083000.0;0.0;1651000.0;1199000.0;395000.0;-547000.0;1000.0;-145000.0;0.0;0.0;0.0;manufacturing
6352;0;1999;139000.0;653000.0;1879000.0;22000.0;4000.0;1992000.0;155000.0;0.0;116000.0;0.0;120000.0;1070000.0;0.0;622000.0;394000.0;1682000.0;0.0;10000.0;16000.0;-125000.0;-139000.0;-7000.0;167000.0;0.0;0.0;0.0;manufacturing
6353;0;1997;381000.0;628000.0;1873000.0;124000.0;20000.0;2050000.0;844000.0;0.0;251000.0;0.0;213000.0;586000.0;273000.0;0.0;283000.0;6854000.0;0.0;42000.0;10000.0;217000.0;215000.0;116000.0;-525000.0;0.0;0.0;0.0;manufacturing
6354;0;1998;149808.52119200001;242863.64357;1118706.63607;114529.38138900002;19940.383366799997;1281297.45429;471922.40634799993;0.0;298083.16674;0.0;245931.394857;443801.352881;39369.4748524;0.0;121176.17584400001;7131499.158980001;0.0;60843.7338628;2045.1675248;318023.550103;287857.329112;168726.320792;-384491.494662;-375829.1722666;-231191.47880799999;0.0;manufacturing
6355;0;1999;307000.0;148000.0;1887000.0;95000.0;14000.0;2024000.0;1140000.0;0.0;327000.0;0.0;277000.0;727000.0;82000.0;0.0;310000.0;8009000.0;0.0;59000.0;4000.0;430000.0;373000.0;212000.0;-92000.0;325829.1722666;157191.47880799999;0.0;manufacturing
6310;0;2001;110950.33822;250021.729906;714274.758036;131402.01346800002;0.0;846699.355267;234171.68159000002;23008.134653999998;166681.15327100002;0.0;0.0;90498.6629724;536856.4752600001;0.0;39880.766733599994;3978362.12762;0.0;65956.6526748;53685.647526;-12782.2970278;-16361.3401962;-17383.9239586;0.0;88964.78732939999;109927.7544576;0.0;wholesale
6311;0;2002;25000.0;286000.0;597000.0;107000.0;0.0;712000.0;197000.0;20000.0;180000.0;0.0;0.0;101000.0;394000.0;0.0;43000.0;3607000.0;0.0;48000.0;21000.0;32000.0;17000.0;16000.0;0.0;-132355.1382324;-85950.33822;0.0;wholesale
6273;0;1998;481000.0;2961000.0;5094000.0;0.0;0.0;5096000.0;1418000.0;0.0;555000.0;772000.0;86000.0;1061000.0;772000.0;0.0;206000.0;10765000.0;0.0;83000.0;41000.0;220000.0;195000.0;131000.0;-328000.0;-89000.0;-9000.0;0.0;construction
6274;0;1999;156455.315647;3136775.69117;5065879.95894;0.0;0.0;5065879.95894;1596764.5449899998;0.0;511803.17308100004;846699.355267;94588.998022;1018493.42735;846699.355267;0.0;239795.892283;12444844.3884;0.0;65956.6526748;40903.350496;277120.19961;254623.356837;170260.19643900002;297060.582977;32192.782616999903;-324544.684353;0.0;construction
6275;0;2000;370175.32198899996;4053522.03415;6066989.46232;4601.6269308;0.0;6071591.08925;1363615.44716;4601.6269308;313421.923176;1092630.75012;104814.835646;1156030.94339;1092630.75012;0.0;318534.84198800003;11714719.5821;0.0;49084.020595199996;44993.6855456;140093.975494;106348.711335;88453.4954926;125777.802775;383468.91089299996;213720.006342;0.0;construction
6276;0;2001;315978.382582;3196085.5493799997;5381347.04963;26587.1778224;0.0;5407934.22745;1655051.81944;26587.1778224;484193.411497;790968.5402159999;114018.08950799999;1297658.79449;790968.5402159999;0.0;359949.484365;11079695.0656;0.0;44993.6855456;58798.566338;200426.417434;148785.93743299998;69535.69584680001;-128845.554062;-160034.358804;-54196.939407000005;0.0;construction
6277;0;2002;297000.0;2923000.0;4426000.0;23000.0;0.0;4449000.0;906000.0;0.0;434000.0;553000.0;123000.0;990000.0;553000.0;0.0;345000.0;8303000.0;0.0;19000.0;59000.0;-240000.0;-293000.0;-309000.0;185000.0;-545627.334706;-18978.382582;0.0;construction
